Day,Title,Activity Type,Category,Address,Description,Icon,Coordinates
Day 5,The Waterfall Circle,Hidden Gem,Highlighted,"Laugarfell Highlands, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">💎 Hidden Gem</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A magical hike with nearly ten diverse waterfalls in the eastern highlands. The trailhead at Laugarfell Guesthouse is accessible with any car from June-September. This moderate 5-mile loop takes about 3 hours and showcases waterfalls of varying sizes and characters, all within one hiking route that few tourists know about.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/star.png,"64.8800,-15.4000"
Day 5,Vestdalsfossar Waterfall Viewpoint,Viewpoint,Alternative,"Vestdalsfossar, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🔭 Viewpoint</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Impressive waterfall viewpoint along the East Fjords coastal route, offering beautiful vistas.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/scenic.png,"65.0400,-14.0100"
Day 5,Vestrahorn and Stokksnes Beach,Photography,Highlighted,"Stokksnes Peninsula, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">📸 Photography</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This iconic mountain rises dramatically from a black sand beach, creating one of Iceland's most photogenic landscapes. The jagged 1,490-foot peaks of Vestrahorn form a stunning backdrop to the rippling black sand dunes and reflective tidal pools. Entry fee: $12 per person, payable at Viking Café.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/camera.png,"64.2470,-14.9750"
Day 5,Vök Baths Floating Pools,Hot Spring,Nature,Urriðavatn Lake Near Egilsstaðir,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">♨️ Hot Spring</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Modern hot spring complex with floating geothermal pools extending into Lake Urriðavatn. The sleek minimalist design offers panoramic views of the surrounding nature.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/water.png,"65.2700,-14.4400"
Day 5,Wartime Museum,Rainy Day,Alternative,"Wartime Museum, Reyðarfjörður, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">☔ Rainy Day</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Wartime Museum in Reyðarfjörður, detailing Iceland's role during World War II when British and American forces occupied the island to secure this strategic North Atlantic location.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/rainy.png,"65.0319,-14.2185"
  Day 6,Askja Caldera & Víti Crater,F-Road Exploration,Remote,"Askja, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🚙 F-Road Exploration</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Journey deep into the highlands to this massive volcanic caldera with multiple craters. The highlight is Víti (meaning 'hell'), a crater filled with geothermal milky-blue water where you can swim. Requires a 4x4 vehicle and river crossings.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/4x4.png,"65.0502,-16.7535"
Day 6,Borgarfjörður Eystri Elf House,Hidden Gem,Cultural,"Álfaborg, Borgarfjörður Eystri, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">💎 Hidden Gem</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Visit the rocky hill of Álfaborg, said to be home to the queen of the Icelandic elves. A charming stone house built into the rock honors the hidden people many Icelanders believe inhabit the landscape.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/star.png,"65.5250,-13.8153"
Day 6,Borgarfjörður Eystri Puffin Cliffs,Wildlife,Nature,"Hafnarhólmi, Borgarfjörður Eystri, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🦊 Wildlife</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">The most accessible puffin colony in Iceland with wooden walkways and viewing platforms that bring you incredibly close to these charming birds. Peak season is mid-April to mid-August.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/ranger_station.png,"65.5266,-13.7444"
Day 6,Dettifoss Waterfall,Natural Wonder,Highlighted,"Dettifoss, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🌈 Natural Wonder</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Europe's most powerful waterfall, with 500 cubic meters of water per second thundering over a 150-foot drop. The sheer force creates a permanent mist cloud and vibrations you can feel through the ground.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/flag.png,"65.8147,-16.3913"
Day 6,F-Roads into the Highlands,F-Road Exploration,Highlighted,"F88 Highland Road, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🚙 F-Road Exploration</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Adventure into Iceland's remote interior via F-roads (mountain roads) that access otherworldly landscapes of ash, lava, and multicolored mountains. F-roads require 4WD vehicles with good clearance, and many involve river crossings. Always check road conditions before departing.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/4x4.png,"65.4000,-16.2000"
Day 6,Fjalladyrð Mountain Hotel,Lodging,Booked,"Fjalladyrð, Möðrudalur, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #fff9c4; border: 1px solid #fff176; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏨 Lodging</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This remote highland accommodation offers cozy rooms in the midst of Iceland's dramatic interior, surrounded by mountains and volcanic landscapes. Set at an altitude of 469 meters, it's one of the highest inhabited areas in Iceland.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/lodging.png,"65.3711,-15.5904"
Day 6,Hljóðaklettar Echo Rocks Hike,Hiking,Nature,Jökulsárgljúfur National Park,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A <strong>moderate</strong> 3-mile loop trail through bizarre columnar basalt formations that create natural echoes. These twisted rock pillars make for an otherworldly landscape resembling a troll village.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"65.8400,-16.3500"
Day 6,Holuhraun Lava Field,F-Road Exploration,Nature,F910 Highland Road,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🚙 F-Road Exploration</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Visit the site of the 2014-2015 volcanic eruption that created Iceland's newest and largest lava field since the 18th century. Walking on this young black lava presents otherworldly views of fresh volcanic features.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/4x4.png,"65.0000,-16.5000"
Day 6,Hrossaborg Volcanic Crater,Geological,Nature,Route 1 Northeast Iceland,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🌋 Geological</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This small circular crater appears suddenly in the barren landscape and looks like a perfect amphitheater. It was used as a filming location for scenes in Tom Cruise's movie ""Oblivion.""</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/volcano.png,"65.6169,-16.2177"
Day 6,Húsavík Boat Trip,Wildlife,Nature,"Húsavík Harbor, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🦊 Wildlife</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Join a 3-hour whale watching tour from Iceland's whale watching capital with the country's highest success rate for sightings. Species commonly seen include humpback, minke and blue whales.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/ranger_station.png,"66.0449,-17.3389"
Day 6,Húsavík GeoSea Baths,Hot Spring,Wellness,"GeoSea Baths, Húsavík, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">♨️ Hot Spring</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Bathe in geothermally heated seawater at these elegant infinity pools perched on a cliff with panoramic views of Skjálfandi Bay. Pre-booking recommended as this is much more upscale than typical hot pots.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/water.png,"66.0535,-17.3502"
Day 6,Hverarönd Mud Pots,Geological,Nature,Námafjall Geothermal Area,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🌋 Geological</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A landscape of boiling mud pots, steam vents, and multicolored sulfur crystals. The bubbling gray mud and rotten egg smell create an otherworldly sensory experience. Wooden boardwalks keep visitors safe.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/volcano.png,"65.6406,-16.8093"
Day 6,Krafla Geothermal Power Plant,Educational,Indoor,Krafla Power Plant Road,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #e3f2fd; border: 1px solid #64b5f6; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">📚 Educational</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Visit the exhibition center to learn how Iceland harnesses its volcanic power to generate 100% of the country's electricity from renewable sources. Interactive displays explain geothermal technology.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/schools.png,"65.7173,-16.7571"
Day 6,Krafla Viti Crater,Hiking,Nature,Road 863 near Mývatn,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A circular walk around a water-filled explosion crater surrounded by colorful mineral deposits. Starkly contrasting with the blue crater is the black lava field from the 1975-1984 Krafla Fires eruption.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"65.7173,-16.7571"
Day 6,Leirhnjúkur Lava Field,Hiking,Nature,Krafla Volcanic System,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A 1-mile boardwalk trail that traverses recent lava flows (some less than 50 years old) and bubbling mud pots. The steaming fissures and moonscape environment create a truly otherworldly experience.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"65.7200,-16.7600"
Day 6,Mývatn Nature Baths,Hot Spring,Wellness,"Mývatn Nature Baths, Jarðbaðshólar, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">♨️ Hot Spring</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A less crowded alternative to the Blue Lagoon with similar milky-blue mineral-rich waters. The lagoon offers spectacular views of Lake Mývatn and the surrounding volcanic landscape. Book in advance during summer.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/water.png,"65.6352,-16.8793"
Day 6,Möðrudalur Farm & Fjalladýrð,Dining,Cultural,Möðrudalur á Fjöllum,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🍽️ Dining</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Iceland's highest inhabited farm (469m) features a turf-roofed church and Fjallakaffi café serving traditional lamb soup and waffles. The tiny settlement has been continuously inhabited since the Viking age.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/dining.png,"65.3711,-15.5904"
Day 6,Mývatn Bird Museum,Wildlife,Indoor,Skútustaðir Mývatn,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #e3f2fd; border: 1px solid #64b5f6; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🦊 Wildlife</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This private collection displays specimens of all Icelandic breeding birds including eggs. The knowledgeable owner provides fascinating insights into local birdlife and conservation.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/ranger_station.png,"65.5700,-17.0300"
Day 6,Mývatn Lava Maze,Hidden Gem,Nature,"Dimmuborgir, Mývatn, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">💎 Hidden Gem</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Lesser known than the main Dimmuborgir trail, this side path winds through a natural labyrinth of lava formations. The area is said to be home to the 13 Yule Lads, Iceland's mischievous Christmas trolls.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/star.png,"65.5900,-16.9100"
Day 6,Private Hot Pool on Mount Námafjall,Premium Experience,Exclusive,"Námafjall, Mývatn, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">⭐ Premium Experience</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Enjoy an exclusive geothermal bathing experience in a hidden mountain hot pool with panoramic views of Lake Mývatn and surrounding volcanic landscapes, accessible only with a local guide.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/star.png,"65.6406,-16.8093"
Day 6,Selfoss Waterfall,Hidden Gem,Alternative,"Selfoss Waterfall, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">💎 Hidden Gem</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Often overshadowed by nearby Dettifoss, this horseshoe-shaped cascade is just a 10-minute additional hike upstream. While smaller than Dettifoss, many consider it more photogenic and you'll find far fewer visitors here.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/star.png,"65.8300,-16.3800"
Day 6,Skútustaðagígar Pseudocraters,Hiking,Nature,Lake Mývatn South Shore,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A 1-mile loop trail around curious geological formations that look like volcanic craters but were actually formed by steam explosions when lava flowed over wet ground. Rich birdlife surrounds the crater lake.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"65.5656,-17.0296"
Day 6,Stuðlagil Canyon,Hidden Gem,Highlighted,"Stuðlagil Canyon, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">💎 Hidden Gem</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This newly discovered canyon was hidden underwater until a dam reduced the river flow in 2009, revealing magnificent basalt column formations. The turquoise river flowing between these symmetrical rock columns creates one of Iceland's most photogenic landscapes. Access involves a moderate hike.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/star.png,"65.1546,-15.3078"
Day 6,The Whale Museum,Wildlife,Alternative,"The Whale Museum, Húsavík, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🦊 Wildlife</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Explore cetacean biology, evolution, and conservation through interactive exhibits and complete whale skeletons. A perfect preparation or alternative if weather cancels your whale watching trip.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/ranger_station.png,"66.0449,-17.3389"
Day 6,Tjörnes Peninsula Fossils,Geological,Alternative,"Tjörnes Peninsula, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🌋 Geological</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">View 15-million-year-old marine fossils embedded in layered rock cliffs. This unique site reveals Iceland's geological history with perfectly preserved shellfish specimens visible in the cliff face.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/volcano.png,"66.0800,-17.2800"
Day 7,Arctic Henge,Hidden Gem,Cultural,"Raufarhöfn, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">💎 Hidden Gem</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This modern monument is Iceland's answer to Stonehenge, designed to capture the midnight sun. Four gates and 68 dwarves (from Norse mythology) are positioned according to the movement of the sun.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/star.png,"66.4560,-15.9425"
Day 7,Ásbyrgi Canyon,Natural Wonder,Highlighted,"Ásbyrgi Canyon, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🌈 Natural Wonder</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This horseshoe-shaped canyon, according to Norse mythology, was formed by the footprint of Odin's eight-legged horse. The forested canyon floor (rare in Iceland) and 100m high cliffs create a unique microclimate and atmosphere.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/flag.png,"66.0244,-16.5058"
Day 7,Eider Duck Down Farm,Wildlife,Cultural,Near Húsavík,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🦊 Wildlife</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Visit a traditional eider farm where farmers have a symbiotic relationship with wild eider ducks. Learn how the world's most expensive down is sustainably harvested from abandoned nests without harming the birds.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/ranger_station.png,"66.0449,-17.3389"
Day 7,Goðafoss Waterfall,Natural Wonder,Highlighted,"Goðafoss Waterfall, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🌈 Natural Wonder</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">The ""Waterfall of the Gods"" earned its name when Iceland's lawspeaker threw his pagan idols into the falls upon converting to Christianity in 1000 CE. The horseshoe-shaped falls can be viewed from both banks.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/flag.png,"65.6828,-17.5503"
Day 7,Hofsós Swimming Pool,Hot Spring,Nature,Hofsós Village,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">♨️ Hot Spring</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This stunning infinity pool appears to merge with the fjord below creating the illusion of swimming in the ocean. Designed by the same architect as the Blue Lagoon but far less crowded.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/water.png,"65.8998,-19.4077"
Day 7,Hólar Cathedral,Cultural,Historical,Hólar í Hjaltadal North Iceland,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏛️ Cultural</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">One of Iceland's historical power centers and home to its oldest stone church. The site has been a religious center since 1106 and features an excellent museum of religious artifacts.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/arts.png,"65.7346,-19.1139"
Day 7,Hvítserkur Sea Stack,Photography,Nature,Vatnsnes Peninsula,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">📸 Photography</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This 15-meter high basalt stack resembles either a drinking dragon or elephant depending on your perspective. According to folklore, it's a troll caught by the sunrise. Best photographed at low tide.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/camera.png,"65.6070,-20.6412"
Day 7,Kaldi Brewery Tour,Culinary,Indoor,"Kaldi Brewery, Árskógssandur, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #e3f2fd; border: 1px solid #64b5f6; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🍲 Culinary</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Tour Iceland's first microbrewery making Czech-style beers with pure Icelandic water. The brewery's beer bath spa lets you soak in young beer while drinking from your own tap.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/coffee.png,"65.9556,-18.1772"
Day 7,Kolugljúfur Canyon and Waterfall,Hidden Gem,Nature,"Kolugljúfur, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">💎 Hidden Gem</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This dramatic canyon features a series of waterfalls tumbling through its depths. Named after the giantess Kola who according to legend dug the canyon. Far less visited than other falls despite easy access.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/star.png,"65.3353,-20.5631"
Day 7,Kjarnaskógur Forest Hiking Trails,Hiking,Nature,Near Akureyri North Iceland,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Multiple <strong>easy</strong> trails through Iceland's largest forest recreation area offering respite from the typically barren Icelandic landscape. Features exercise equipment picnic areas and BBQ facilities.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"65.6400,-18.1400"
Day 7,Reykjafoss Waterfall & Hot Pool,Hot Spring,Hidden,"Reykjafoss, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">♨️ Hot Spring</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A natural hot pool located directly beside a waterfall where cool water from the falls mixes with the steaming spring creating customizable temperatures. No facilities but often empty even in summer.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/water.png,"65.5200,-19.3800"
Day 7,Seal Watching at Vatnsnes,Wildlife,Nature,Vatnsnes Peninsula,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🦊 Wildlife</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Visit the best location in Iceland to view wild seals in their natural habitat. The Icelandic Seal Center in Hvammstangi provides exhibits on seal biology and conservation and directions to the best viewing spots.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/ranger_station.png,"65.6000,-20.8000"
Day 7,Sigló Hótel,Lodging,Booked,"Sigló Hótel, Siglufjörður, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #fff9c4; border: 1px solid #fff176; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏨 Lodging</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This upscale waterfront hotel, situated in a former fishing town, offers stylish rooms with mountain or marina views. The hotel features a restaurant specializing in local seafood and a marina-side hot pot perfect for viewing the northern lights in winter or midnight sun in summer.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/lodging.png,"66.1517,-18.9090"
Day 7,Siglufjörður Herring Era Museum,Cultural,Rainy Day,"Herring Era Museum, Siglufjörður, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏛️ Cultural</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Award-winning museum showcasing Iceland's herring boom years that transformed the economy. Summer visitors can witness the ""Herring Girls"" salt fish while singing traditional work songs.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/arts.png,"66.1517,-18.9090"
